Data_ID	Sequence_Name	RNA_Size	ORF_Size	Ficket_Score	Hexamer_Score	Coding_Probability	Coding_Label
285	TCONS_00008945 	647	78	0.7631	-0.0775987033531	0.0044624412965773	no
286	TCONS_00028537 	516	69	0.6608	-0.137869429249	0.001992652490616	no
287	TCONS_00028538 	3646	336	0.6771	0.0020016346137	0.072768713704861	no
288	TCONS_00028539 	6249	570	0.7747	0.106723274584	0.69530546480595	yes
289	TCONS_00028540 	1207	123	0.641	-0.301682350276	0.0010924969346371	no
290	TCONS_00028541 	2098	285	0.7836	0.00926838215264	0.067879721817914	no
291	TCONS_00023944 	2982	309	0.6042	-0.0478650377369	0.033738142863956	no
292	TCONS_00009658 	1140	294	1.0787	0.138268277567	0.33506922946331	no
293	TCONS_00009659 	1242	267	0.7353	0.136078901876	0.11136671062515	no
294	TCONS_00009660 	1036	234	0.7829	-0.0856336802285	0.023306903374842	no
295	TCONS_00023982 	615	189	0.6329	-0.120476492619	0.0074082366978705	no
296	TCONS_00028542 	979	243	0.8696	-0.126008471062	0.025860899215038	no
297	TCONS_00028543 	4979	204	0.7203	-0.207836280387	0.0049534299583799	no
298	TCONS_00028544 	510	186	0.7563	0.107957802285	0.046183703469738	no
299	TCONS_00028545 	1058	117	1	-0.17890533937	0.0071360818272527	no
300	TCONS_00028546 	3791	363	0.723	-0.165175563491	0.038369449604229	no
301	TCONS_00028547 	3599	240	0.9487	-0.030419809136	0.050178283067175	no
302	TCONS_00028548 	1309	120	0.7409	-0.407217679527	0.00071698724174533	no
303	TCONS_00024103 	6042	210	0.6861	-0.244327053596	0.0035025120923826	no
304	TCONS_00024106 	1402	234	0.7025	-0.000453224135899	0.030832765906302	no
305	TCONS_00028549 	1637	183	0.7533	-0.106811642687	0.010393374275757	no
306	TCONS_00024139 	2189	258	1.0229	0.0195655712534	0.10935857803891	no
307	TCONS_00028550 	661	201	0.8619	-0.00363562185962	0.036269414420588	no
308	TCONS_00028551 	1011	198	0.8326	-0.0756731386526	0.019816852806491	no
309	TCONS_00028552 	1165	201	0.8298	-0.271499726184	0.00559731778083	no
310	TCONS_00028553 	1062	123	0.6128	-0.0707728497387	0.0046167946856417	no
311	TCONS_00028554 	1008	234	1.0453	0.0535285283379	0.12020786273802	no
312	TCONS_00028555 	1335	186	0.6264	-0.074143984597	0.0091175559901109	no
313	TCONS_00028556 	1599	153	0.8387	-0.244421447847	0.0039961437623322	no
314	TCONS_00028557 	2227	138	1.099	-0.204483489068	0.009591982197072	no
315	TCONS_00028558 	541	216	0.523	-0.253303705035	0.0029482126273563	no
316	TCONS_00028559 	581	135	0.7421	-0.291305194691	0.0018994677367156	no
317	TCONS_00028560 	1509	300	0.9498	0.130491833204	0.24988570354912	no
318	TCONS_00028561 	1042	261	0.9305	0.0627517758861	0.1191596547343	no
319	TCONS_00028562 	1344	249	0.5311	-0.0606663971631	0.014510768422877	no
320	TCONS_00028563 	3498	210	0.6625	-0.147792729401	0.0071527113246315	no
321	TCONS_00028564 	944	159	0.9526	-0.282740792906	0.0049229428364568	no
322	TCONS_00028565 	1706	219	0.7833	-0.0994306101272	0.017496271162645	no
323	TCONS_00028566 	1450	264	0.9028	-0.22394102371	0.018475584834734	no
324	TCONS_00028567 	962	297	1.0167	-0.0377924554314	0.11927268229381	no
325	TCONS_00028568 	826	198	0.7211	-0.0818782149022	0.013636564559458	no
326	TCONS_00028569 	2947	285	0.8081	-0.103489476105	0.034264681089868	no
327	TCONS_00028570 	385	84	0.7885	0.0480990070765	0.011925369209466	no
328	TCONS_00028571 	2087	372	0.7661	-0.219322867525	0.037590602419043	no
329	TCONS_00028572 	5506	225	0.7625	-0.245437189792	0.0053604622213421	no
330	TCONS_00028573 	841	129	0.952	-0.0139901392125	0.020745074574073	no
331	TCONS_00028574 	5019	222	0.6079	-0.120558655271	0.007484287521161	no
332	TCONS_00028575 	1499	129	0.5927	-0.378996721701	0.00059089776948261	no
333	TCONS_00028576 	1972	216	0.5355	-0.249991192027	0.002873500283758	no
334	TCONS_00024610 	205	78	0.982	-0.128230217776	0.0065139891683965	no
335	TCONS_00024611 	205	78	0.982	-0.128230217776	0.0065139891683965	no
336	TCONS_00024612 	205	78	0.982	-0.128230217776	0.0065139891683965	no
337	TCONS_00028577 	856	444	0.5283	-0.135224617684	0.070345015949912	no
338	TCONS_00024716 	4213	606	0.8183	-0.192464929706	0.37742308901393	yes
339	TCONS_00028578 	699	72	0.914	-0.290908548117	0.0016425506741083	no
340	TCONS_00028579 	1661	231	0.5347	-0.127159452457	0.0076923162342661	no
341	TCONS_00028580 	972	96	1.0522	-0.266473108329	0.0037907055842237	no
342	TCONS_00028581 	973	132	0.6781	-0.294192356179	0.0014414484835315	no
343	TCONS_00028582 	774	99	0.8269	-0.0856357596328	0.0064266123881693	no
344	TCONS_00028583 	596	129	0.7497	-0.127444477743	0.0053552916677034	no
